Question_Id,Question_Header,Question_Type,Question_CorrectAnswer, Question_Grade 
609,Digital Painting True/False Question 5: Statement about the course.,True/False,TRUE,1
610,Digital Painting MCQ Question 1: Choose the correct option.,MCQ,A,3
611,Digital Painting MCQ Question 2: Choose the correct option.,MCQ,A,3
612,Digital Painting MCQ Question 3: Choose the correct option.,MCQ,A,3
613,Digital Painting MCQ Question 4: Choose the correct option.,MCQ,A,3
614,Digital Painting MCQ Question 5: Choose the correct option.,MCQ,A,3
615,Cinematography: Color Theory and Light True/False Question 1: Statement about the course.,True/False,TRUE,1
616,Cinematography: Color Theory and Light True/False Question 2: Statement about the course.,True/False,FALSE,1
617,Cinematography: Color Theory and Light True/False Question 3: Statement about the course.,True/False,TRUE,1
618,Cinematography: Color Theory and Light True/False Question 4: Statement about the course.,True/False,FALSE,1
619,Cinematography: Color Theory and Light True/False Question 5: Statement about the course.,True/False,TRUE,1
620,Cinematography: Color Theory and Light MCQ Question 1: Choose the correct option.,MCQ,A,3
621,Cinematography: Color Theory and Light MCQ Question 2: Choose the correct option.,MCQ,A,3
622,Cinematography: Color Theory and Light MCQ Question 3: Choose the correct option.,MCQ,A,3
623,Cinematography: Color Theory and Light MCQ Question 4: Choose the correct option.,MCQ,A,3
624,Cinematography: Color Theory and Light MCQ Question 5: Choose the correct option.,MCQ,A,3
625,Digital Painting for Animation True/False Question 1: Statement about the course.,True/False,TRUE,1
626,Digital Painting for Animation True/False Question 2: Statement about the course.,True/False,FALSE,1
627,Digital Painting for Animation True/False Question 3: Statement about the course.,True/False,TRUE,1
628,Digital Painting for Animation True/False Question 4: Statement about the course.,True/False,FALSE,1
629,Digital Painting for Animation True/False Question 5: Statement about the course.,True/False,TRUE,1
630,Digital Painting for Animation MCQ Question 1: Choose the correct option.,MCQ,A,3
631,Digital Painting for Animation MCQ Question 2: Choose the correct option.,MCQ,A,3
632,Digital Painting for Animation MCQ Question 3: Choose the correct option.,MCQ,A,3
633,Digital Painting for Animation MCQ Question 4: Choose the correct option.,MCQ,A,3
634,Digital Painting for Animation MCQ Question 5: Choose the correct option.,MCQ,A,3
635,2D Animation Tools True/False Question 1: Statement about the course.,True/False,TRUE,1
636,2D Animation Tools True/False Question 2: Statement about the course.,True/False,FALSE,1
637,2D Animation Tools True/False Question 3: Statement about the course.,True/False,TRUE,1
638,2D Animation Tools True/False Question 4: Statement about the course.,True/False,FALSE,1
639,2D Animation Tools True/False Question 5: Statement about the course.,True/False,TRUE,1
640,2D Animation Tools MCQ Question 1: Choose the correct option.,MCQ,A,3
641,2D Animation Tools MCQ Question 2: Choose the correct option.,MCQ,A,3
642,2D Animation Tools MCQ Question 3: Choose the correct option.,MCQ,A,3
643,2D Animation Tools MCQ Question 4: Choose the correct option.,MCQ,A,3
644,2D Animation Tools MCQ Question 5: Choose the correct option.,MCQ,A,3
645,High Impact Presentations True/False Question 1: Statement about the course.,True/False,TRUE,1
646,High Impact Presentations True/False Question 2: Statement about the course.,True/False,FALSE,1
647,High Impact Presentations True/False Question 3: Statement about the course.,True/False,TRUE,1
648,High Impact Presentations True/False Question 4: Statement about the course.,True/False,FALSE,1
649,High Impact Presentations True/False Question 5: Statement about the course.,True/False,TRUE,1
650,High Impact Presentations MCQ Question 1: Choose the correct option.,MCQ,A,3
651,High Impact Presentations MCQ Question 2: Choose the correct option.,MCQ,A,3
652,High Impact Presentations MCQ Question 3: Choose the correct option.,MCQ,A,3
653,High Impact Presentations MCQ Question 4: Choose the correct option.,MCQ,A,3
654,High Impact Presentations MCQ Question 5: Choose the correct option.,MCQ,A,3
655,CG Introduction True/False Question 1: Statement about the course.,True/False,TRUE,1
656,CG Introduction True/False Question 2: Statement about the course.,True/False,FALSE,1
657,CG Introduction True/False Question 3: Statement about the course.,True/False,TRUE,1
658,CG Introduction True/False Question 4: Statement about the course.,True/False,FALSE,1
659,CG Introduction True/False Question 5: Statement about the course.,True/False,TRUE,1
660,CG Introduction MCQ Question 1: Choose the correct option.,MCQ,A,3
661,CG Introduction MCQ Question 2: Choose the correct option.,MCQ,A,3
662,CG Introduction MCQ Question 3: Choose the correct option.,MCQ,A,3
663,CG Introduction MCQ Question 4: Choose the correct option.,MCQ,A,3
664,CG Introduction MCQ Question 5: Choose the correct option.,MCQ,A,3
665,Film R&D True/False Question 1: Statement about the course.,True/False,TRUE,1
666,Film R&D True/False Question 2: Statement about the course.,True/False,FALSE,1
667,Film R&D True/False Question 3: Statement about the course.,True/False,TRUE,1
668,Film R&D True/False Question 4: Statement about the course.,True/False,FALSE,1
669,Film R&D True/False Question 5: Statement about the course.,True/False,TRUE,1
670,Film R&D MCQ Question 1: Choose the correct option.,MCQ,A,3
671,Film R&D MCQ Question 2: Choose the correct option.,MCQ,A,3
672,Film R&D MCQ Question 3: Choose the correct option.,MCQ,A,3
673,Film R&D MCQ Question 4: Choose the correct option.,MCQ,A,3
674,Film R&D MCQ Question 5: Choose the correct option.,MCQ,A,3
675,Advanced Graphical Programming True/False Question 1: Statement about the course.,True/False,TRUE,1
676,Advanced Graphical Programming True/False Question 2: Statement about the course.,True/False,FALSE,1
677,Advanced Graphical Programming True/False Question 3: Statement about the course.,True/False,TRUE,1
678,Advanced Graphical Programming True/False Question 4: Statement about the course.,True/False,FALSE,1
679,Advanced Graphical Programming True/False Question 5: Statement about the course.,True/False,TRUE,1
680,Advanced Graphical Programming MCQ Question 1: Choose the correct option.,MCQ,A,3
681,Advanced Graphical Programming MCQ Question 2: Choose the correct option.,MCQ,A,3
682,Advanced Graphical Programming MCQ Question 3: Choose the correct option.,MCQ,A,3
683,Advanced Graphical Programming MCQ Question 4: Choose the correct option.,MCQ,A,3
684,Advanced Graphical Programming MCQ Question 5: Choose the correct option.,MCQ,A,3
685,Cinematography: Composition Theory True/False Question 1: Statement about the course.,True/False,TRUE,1
686,Cinematography: Composition Theory True/False Question 2: Statement about the course.,True/False,FALSE,1
687,Cinematography: Composition Theory True/False Question 3: Statement about the course.,True/False,TRUE,1
688,Cinematography: Composition Theory True/False Question 4: Statement about the course.,True/False,FALSE,1
689,Cinematography: Composition Theory True/False Question 5: Statement about the course.,True/False,TRUE,1
690,Cinematography: Composition Theory MCQ Question 1: Choose the correct option.,MCQ,A,3
691,Cinematography: Composition Theory MCQ Question 2: Choose the correct option.,MCQ,A,3
692,Cinematography: Composition Theory MCQ Question 3: Choose the correct option.,MCQ,A,3
693,Cinematography: Composition Theory MCQ Question 4: Choose the correct option.,MCQ,A,3
694,Cinematography: Composition Theory MCQ Question 5: Choose the correct option.,MCQ,A,3
695,Digital Sculpting True/False Question 1: Statement about the course.,True/False,TRUE,1
696,Digital Sculpting True/False Question 2: Statement about the course.,True/False,FALSE,1
697,Digital Sculpting True/False Question 3: Statement about the course.,True/False,TRUE,1
698,Digital Sculpting True/False Question 4: Statement about the course.,True/False,FALSE,1
699,Digital Sculpting True/False Question 5: Statement about the course.,True/False,TRUE,1
700,Digital Sculpting MCQ Question 1: Choose the correct option.,MCQ,A,3
701,Digital Sculpting MCQ Question 2: Choose the correct option.,MCQ,A,3
702,Digital Sculpting MCQ Question 3: Choose the correct option.,MCQ,A,3
703,Digital Sculpting MCQ Question 4: Choose the correct option.,MCQ,A,3
704,Digital Sculpting MCQ Question 5: Choose the correct option.,MCQ,A,3
705,Procedural Modeling True/False Question 1: Statement about the course.,True/False,TRUE,1
706,Procedural Modeling True/False Question 2: Statement about the course.,True/False,FALSE,1
707,Procedural Modeling True/False Question 3: Statement about the course.,True/False,TRUE,1
708,Procedural Modeling True/False Question 4: Statement about the course.,True/False,FALSE,1
709,Procedural Modeling True/False Question 5: Statement about the course.,True/False,TRUE,1
710,Procedural Modeling MCQ Question 1: Choose the correct option.,MCQ,A,3
711,Procedural Modeling MCQ Question 2: Choose the correct option.,MCQ,A,3
712,Procedural Modeling MCQ Question 3: Choose the correct option.,MCQ,A,3
713,Procedural Modeling MCQ Question 4: Choose the correct option.,MCQ,A,3
714,Procedural Modeling MCQ Question 5: Choose the correct option.,MCQ,A,3
715,Animation Basics True/False Question 1: Statement about the course.,True/False,TRUE,1
716,Animation Basics True/False Question 2: Statement about the course.,True/False,FALSE,1
717,Animation Basics True/False Question 3: Statement about the course.,True/False,TRUE,1
718,Animation Basics True/False Question 4: Statement about the course.,True/False,FALSE,1
719,Animation Basics True/False Question 5: Statement about the course.,True/False,TRUE,1
720,Animation Basics MCQ Question 1: Choose the correct option.,MCQ,A,3
721,Animation Basics MCQ Question 2: Choose the correct option.,MCQ,A,3
722,Animation Basics MCQ Question 3: Choose the correct option.,MCQ,A,3
723,Animation Basics MCQ Question 4: Choose the correct option.,MCQ,A,3
724,Animation Basics MCQ Question 5: Choose the correct option.,MCQ,A,3
725,Assets and Mechanical Rigging True/False Question 1: Statement about the course.,True/False,TRUE,1
726,Assets and Mechanical Rigging True/False Question 2: Statement about the course.,True/False,FALSE,1
727,Assets and Mechanical Rigging True/False Question 3: Statement about the course.,True/False,TRUE,1
728,Assets and Mechanical Rigging True/False Question 4: Statement about the course.,True/False,FALSE,1
729,Assets and Mechanical Rigging True/False Question 5: Statement about the course.,True/False,TRUE,1
730,Assets and Mechanical Rigging MCQ Question 1: Choose the correct option.,MCQ,A,3
731,Assets and Mechanical Rigging MCQ Question 2: Choose the correct option.,MCQ,A,3
732,Assets and Mechanical Rigging MCQ Question 3: Choose the correct option.,MCQ,A,3
733,Assets and Mechanical Rigging MCQ Question 4: Choose the correct option.,MCQ,A,3
734,Assets and Mechanical Rigging MCQ Question 5: Choose the correct option.,MCQ,A,3
735,Operating Systems Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
736,Operating Systems Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
737,Operating Systems Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
738,Operating Systems Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
739,Operating Systems Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
740,Operating Systems Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
741,Operating Systems Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
742,Operating Systems Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
743,Operating Systems Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
744,Operating Systems Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
745,Introduction to Cyber Security True/False Question 1: Statement about the course.,True/False,TRUE,1
746,Introduction to Cyber Security True/False Question 2: Statement about the course.,True/False,FALSE,1
747,Introduction to Cyber Security True/False Question 3: Statement about the course.,True/False,TRUE,1
748,Introduction to Cyber Security True/False Question 4: Statement about the course.,True/False,FALSE,1
749,Introduction to Cyber Security True/False Question 5: Statement about the course.,True/False,TRUE,1
750,Introduction to Cyber Security MCQ Question 1: Choose the correct option.,MCQ,A,3
751,Introduction to Cyber Security MCQ Question 2: Choose the correct option.,MCQ,A,3
752,Introduction to Cyber Security MCQ Question 3: Choose the correct option.,MCQ,A,3
753,Introduction to Cyber Security MCQ Question 4: Choose the correct option.,MCQ,A,3
754,Introduction to Cyber Security MCQ Question 5: Choose the correct option.,MCQ,A,3
755,Red Hat System Administration True/False Question 1: Statement about the course.,True/False,TRUE,1
756,Red Hat System Administration True/False Question 2: Statement about the course.,True/False,FALSE,1
757,Red Hat System Administration True/False Question 3: Statement about the course.,True/False,TRUE,1
758,Red Hat System Administration True/False Question 4: Statement about the course.,True/False,FALSE,1
759,Red Hat System Administration True/False Question 5: Statement about the course.,True/False,TRUE,1
760,Red Hat System Administration MCQ Question 1: Choose the correct option.,MCQ,A,3
761,Red Hat System Administration MCQ Question 2: Choose the correct option.,MCQ,A,3
762,Red Hat System Administration MCQ Question 3: Choose the correct option.,MCQ,A,3
763,Red Hat System Administration MCQ Question 4: Choose the correct option.,MCQ,A,3
764,Red Hat System Administration MCQ Question 5: Choose the correct option.,MCQ,A,3
765,Malware Analysis and Reverse Engineering True/False Question 1: Statement about the course.,True/False,TRUE,1
766,Malware Analysis and Reverse Engineering True/False Question 2: Statement about the course.,True/False,FALSE,1
767,Malware Analysis and Reverse Engineering True/False Question 3: Statement about the course.,True/False,TRUE,1
768,Malware Analysis and Reverse Engineering True/False Question 4: Statement about the course.,True/False,FALSE,1
769,Malware Analysis and Reverse Engineering True/False Question 5: Statement about the course.,True/False,TRUE,1
770,Malware Analysis and Reverse Engineering MCQ Question 1: Choose the correct option.,MCQ,A,3
771,Malware Analysis and Reverse Engineering MCQ Question 2: Choose the correct option.,MCQ,A,3
772,Malware Analysis and Reverse Engineering MCQ Question 3: Choose the correct option.,MCQ,A,3
773,Malware Analysis and Reverse Engineering MCQ Question 4: Choose the correct option.,MCQ,A,3
774,Malware Analysis and Reverse Engineering MCQ Question 5: Choose the correct option.,MCQ,A,3
775,Introduction to Bug Hunting True/False Question 1: Statement about the course.,True/False,TRUE,1
776,Introduction to Bug Hunting True/False Question 2: Statement about the course.,True/False,FALSE,1
777,Introduction to Bug Hunting True/False Question 3: Statement about the course.,True/False,TRUE,1
778,Introduction to Bug Hunting True/False Question 4: Statement about the course.,True/False,FALSE,1
779,Introduction to Bug Hunting True/False Question 5: Statement about the course.,True/False,TRUE,1
780,Introduction to Bug Hunting MCQ Question 1: Choose the correct option.,MCQ,A,3
781,Introduction to Bug Hunting MCQ Question 2: Choose the correct option.,MCQ,A,3
782,Introduction to Bug Hunting MCQ Question 3: Choose the correct option.,MCQ,A,3
783,Introduction to Bug Hunting MCQ Question 4: Choose the correct option.,MCQ,A,3
784,Introduction to Bug Hunting MCQ Question 5: Choose the correct option.,MCQ,A,3
785,Cisco Internetworking True/False Question 1: Statement about the course.,True/False,TRUE,1
786,Cisco Internetworking True/False Question 2: Statement about the course.,True/False,FALSE,1
787,Cisco Internetworking True/False Question 3: Statement about the course.,True/False,TRUE,1
788,Cisco Internetworking True/False Question 4: Statement about the course.,True/False,FALSE,1
789,Cisco Internetworking True/False Question 5: Statement about the course.,True/False,TRUE,1
790,Cisco Internetworking MCQ Question 1: Choose the correct option.,MCQ,A,3
791,Cisco Internetworking MCQ Question 2: Choose the correct option.,MCQ,A,3
792,Cisco Internetworking MCQ Question 3: Choose the correct option.,MCQ,A,3
793,Cisco Internetworking MCQ Question 4: Choose the correct option.,MCQ,A,3
794,Cisco Internetworking MCQ Question 5: Choose the correct option.,MCQ,A,3
795,Cloud Security True/False Question 1: Statement about the course.,True/False,TRUE,1
796,Cloud Security True/False Question 2: Statement about the course.,True/False,FALSE,1
797,Cloud Security True/False Question 3: Statement about the course.,True/False,TRUE,1
798,Cloud Security True/False Question 4: Statement about the course.,True/False,FALSE,1
799,Cloud Security True/False Question 5: Statement about the course.,True/False,TRUE,1
800,Cloud Security MCQ Question 1: Choose the correct option.,MCQ,A,3
801,Cloud Security MCQ Question 2: Choose the correct option.,MCQ,A,3
802,Cloud Security MCQ Question 3: Choose the correct option.,MCQ,A,3
803,Cloud Security MCQ Question 4: Choose the correct option.,MCQ,A,3
804,Cloud Security MCQ Question 5: Choose the correct option.,MCQ,A,3
805,Computer Networks Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
806,Computer Networks Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
807,Computer Networks Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
808,Computer Networks Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
809,Computer Networks Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
810,Computer Networks Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
811,Computer Networks Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
812,Computer Networks Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
813,Computer Networks Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
814,Computer Networks Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
815,GIS Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
816,GIS Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
817,GIS Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
818,GIS Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
819,GIS Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
820,GIS Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
821,GIS Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
822,GIS Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
823,GIS Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
824,GIS Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
825,Remote Sensing and Digital Image Processing True/False Question 1: Statement about the course.,True/False,TRUE,1
826,Remote Sensing and Digital Image Processing True/False Question 2: Statement about the course.,True/False,FALSE,1
827,Remote Sensing and Digital Image Processing True/False Question 3: Statement about the course.,True/False,TRUE,1
828,Remote Sensing and Digital Image Processing True/False Question 4: Statement about the course.,True/False,FALSE,1
829,Remote Sensing and Digital Image Processing True/False Question 5: Statement about the course.,True/False,TRUE,1
830,Remote Sensing and Digital Image Processing MCQ Question 1: Choose the correct option.,MCQ,A,3
831,Remote Sensing and Digital Image Processing MCQ Question 2: Choose the correct option.,MCQ,A,3
832,Remote Sensing and Digital Image Processing MCQ Question 3: Choose the correct option.,MCQ,A,3
833,Remote Sensing and Digital Image Processing MCQ Question 4: Choose the correct option.,MCQ,A,3
834,Remote Sensing and Digital Image Processing MCQ Question 5: Choose the correct option.,MCQ,A,3
835,Geo-Spatial Data Handling True/False Question 1: Statement about the course.,True/False,TRUE,1
836,Geo-Spatial Data Handling True/False Question 2: Statement about the course.,True/False,FALSE,1
837,Geo-Spatial Data Handling True/False Question 3: Statement about the course.,True/False,TRUE,1
838,Geo-Spatial Data Handling True/False Question 4: Statement about the course.,True/False,FALSE,1
839,Geo-Spatial Data Handling True/False Question 5: Statement about the course.,True/False,TRUE,1
840,Geo-Spatial Data Handling MCQ Question 1: Choose the correct option.,MCQ,A,3
841,Geo-Spatial Data Handling MCQ Question 2: Choose the correct option.,MCQ,A,3
842,Geo-Spatial Data Handling MCQ Question 3: Choose the correct option.,MCQ,A,3
843,Geo-Spatial Data Handling MCQ Question 4: Choose the correct option.,MCQ,A,3
844,Geo-Spatial Data Handling MCQ Question 5: Choose the correct option.,MCQ,A,3
845,Business Processes in Financial Accounting True/False Question 1: Statement about the course.,True/False,TRUE,1
846,Business Processes in Financial Accounting True/False Question 2: Statement about the course.,True/False,FALSE,1
847,Business Processes in Financial Accounting True/False Question 3: Statement about the course.,True/False,TRUE,1
848,Business Processes in Financial Accounting True/False Question 4: Statement about the course.,True/False,FALSE,1
849,Business Processes in Financial Accounting True/False Question 5: Statement about the course.,True/False,TRUE,1
850,Business Processes in Financial Accounting MCQ Question 1: Choose the correct option.,MCQ,A,3
851,Business Processes in Financial Accounting MCQ Question 2: Choose the correct option.,MCQ,A,3
852,Business Processes in Financial Accounting MCQ Question 3: Choose the correct option.,MCQ,A,3
853,Business Processes in Financial Accounting MCQ Question 4: Choose the correct option.,MCQ,A,3
854,Business Processes in Financial Accounting MCQ Question 5: Choose the correct option.,MCQ,A,3
855,Enterprise Systems True/False Question 1: Statement about the course.,True/False,TRUE,1
856,Enterprise Systems True/False Question 2: Statement about the course.,True/False,FALSE,1
857,Enterprise Systems True/False Question 3: Statement about the course.,True/False,TRUE,1
858,Enterprise Systems True/False Question 4: Statement about the course.,True/False,FALSE,1
859,Enterprise Systems True/False Question 5: Statement about the course.,True/False,TRUE,1
860,Enterprise Systems MCQ Question 1: Choose the correct option.,MCQ,A,3
861,Enterprise Systems MCQ Question 2: Choose the correct option.,MCQ,A,3
862,Enterprise Systems MCQ Question 3: Choose the correct option.,MCQ,A,3
863,Enterprise Systems MCQ Question 4: Choose the correct option.,MCQ,A,3
864,Enterprise Systems MCQ Question 5: Choose the correct option.,MCQ,A,3
865,Business Processes in Sales and Distribution True/False Question 1: Statement about the course.,True/False,TRUE,1
866,Business Processes in Sales and Distribution True/False Question 2: Statement about the course.,True/False,FALSE,1
867,Business Processes in Sales and Distribution True/False Question 3: Statement about the course.,True/False,TRUE,1
868,Business Processes in Sales and Distribution True/False Question 4: Statement about the course.,True/False,FALSE,1
869,Business Processes in Sales and Distribution True/False Question 5: Statement about the course.,True/False,TRUE,1
870,Business Processes in Sales and Distribution MCQ Question 1: Choose the correct option.,MCQ,A,3
871,Business Processes in Sales and Distribution MCQ Question 2: Choose the correct option.,MCQ,A,3
872,Business Processes in Sales and Distribution MCQ Question 3: Choose the correct option.,MCQ,A,3
873,Business Processes in Sales and Distribution MCQ Question 4: Choose the correct option.,MCQ,A,3
874,Business Processes in Sales and Distribution MCQ Question 5: Choose the correct option.,MCQ,A,3
875,Database Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
876,Database Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
877,Database Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
878,Database Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
879,Database Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
880,Database Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
881,Database Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
882,Database Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
883,Database Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
884,Database Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
885,Building Information Modeling True/False Question 1: Statement about the course.,True/False,TRUE,1
886,Building Information Modeling True/False Question 2: Statement about the course.,True/False,FALSE,1
887,Building Information Modeling True/False Question 3: Statement about the course.,True/False,TRUE,1
888,Building Information Modeling True/False Question 4: Statement about the course.,True/False,FALSE,1
889,Building Information Modeling True/False Question 5: Statement about the course.,True/False,TRUE,1
890,Building Information Modeling MCQ Question 1: Choose the correct option.,MCQ,A,3
891,Building Information Modeling MCQ Question 2: Choose the correct option.,MCQ,A,3
892,Building Information Modeling MCQ Question 3: Choose the correct option.,MCQ,A,3
893,Building Information Modeling MCQ Question 4: Choose the correct option.,MCQ,A,3
894,Building Information Modeling MCQ Question 5: Choose the correct option.,MCQ,A,3
895,Computer Graphics True/False Question 1: Statement about the course.,True/False,TRUE,1
896,Computer Graphics True/False Question 2: Statement about the course.,True/False,FALSE,1
897,Computer Graphics True/False Question 3: Statement about the course.,True/False,TRUE,1
898,Computer Graphics True/False Question 4: Statement about the course.,True/False,FALSE,1
899,Computer Graphics True/False Question 5: Statement about the course.,True/False,TRUE,1
900,Computer Graphics MCQ Question 1: Choose the correct option.,MCQ,A,3
901,Computer Graphics MCQ Question 2: Choose the correct option.,MCQ,A,3
902,Computer Graphics MCQ Question 3: Choose the correct option.,MCQ,A,3
903,Computer Graphics MCQ Question 4: Choose the correct option.,MCQ,A,3
904,Computer Graphics MCQ Question 5: Choose the correct option.,MCQ,A,3
905,Geographic Information Systems True/False Question 1: Statement about the course.,True/False,TRUE,1
906,Geographic Information Systems True/False Question 2: Statement about the course.,True/False,FALSE,1
907,Geographic Information Systems True/False Question 3: Statement about the course.,True/False,TRUE,1
908,Geographic Information Systems True/False Question 4: Statement about the course.,True/False,FALSE,1
909,Geographic Information Systems True/False Question 5: Statement about the course.,True/False,TRUE,1
910,Geographic Information Systems MCQ Question 1: Choose the correct option.,MCQ,A,3
911,Geographic Information Systems MCQ Question 2: Choose the correct option.,MCQ,A,3
912,Geographic Information Systems MCQ Question 3: Choose the correct option.,MCQ,A,3
913,Geographic Information Systems MCQ Question 4: Choose the correct option.,MCQ,A,3
914,Geographic Information Systems MCQ Question 5: Choose the correct option.,MCQ,A,3
915,Data Warehousing Fundamentals and Data Modeling True/False Question 1: Statement about the course.,True/False,TRUE,1
916,Data Warehousing Fundamentals and Data Modeling True/False Question 2: Statement about the course.,True/False,FALSE,1
917,Data Warehousing Fundamentals and Data Modeling True/False Question 3: Statement about the course.,True/False,TRUE,1
918,Data Warehousing Fundamentals and Data Modeling True/False Question 4: Statement about the course.,True/False,FALSE,1
919,Data Warehousing Fundamentals and Data Modeling True/False Question 5: Statement about the course.,True/False,TRUE,1
920,Data Warehousing Fundamentals and Data Modeling MCQ Question 1: Choose the correct option.,MCQ,A,3
921,Data Warehousing Fundamentals and Data Modeling MCQ Question 2: Choose the correct option.,MCQ,A,3
922,Data Warehousing Fundamentals and Data Modeling MCQ Question 3: Choose the correct option.,MCQ,A,3
923,Data Warehousing Fundamentals and Data Modeling MCQ Question 4: Choose the correct option.,MCQ,A,3
924,Data Warehousing Fundamentals and Data Modeling MCQ Question 5: Choose the correct option.,MCQ,A,3
925,Data Management with Python True/False Question 1: Statement about the course.,True/False,TRUE,1
926,Data Management with Python True/False Question 2: Statement about the course.,True/False,FALSE,1
927,Data Management with Python True/False Question 3: Statement about the course.,True/False,TRUE,1
928,Data Management with Python True/False Question 4: Statement about the course.,True/False,FALSE,1
929,Data Management with Python True/False Question 5: Statement about the course.,True/False,TRUE,1
930,Data Management with Python MCQ Question 1: Choose the correct option.,MCQ,A,3
931,Data Management with Python MCQ Question 2: Choose the correct option.,MCQ,A,3
932,Data Management with Python MCQ Question 3: Choose the correct option.,MCQ,A,3
933,Data Management with Python MCQ Question 4: Choose the correct option.,MCQ,A,3
934,Data Management with Python MCQ Question 5: Choose the correct option.,MCQ,A,3
935,Informatica PowerCenter True/False Question 1: Statement about the course.,True/False,TRUE,1
936,Informatica PowerCenter True/False Question 2: Statement about the course.,True/False,FALSE,1
937,Informatica PowerCenter True/False Question 3: Statement about the course.,True/False,TRUE,1
938,Informatica PowerCenter True/False Question 4: Statement about the course.,True/False,FALSE,1
939,Informatica PowerCenter True/False Question 5: Statement about the course.,True/False,TRUE,1
940,Informatica PowerCenter MCQ Question 1: Choose the correct option.,MCQ,A,3
941,Informatica PowerCenter MCQ Question 2: Choose the correct option.,MCQ,A,3
942,Informatica PowerCenter MCQ Question 3: Choose the correct option.,MCQ,A,3
943,Informatica PowerCenter MCQ Question 4: Choose the correct option.,MCQ,A,3
944,Informatica PowerCenter MCQ Question 5: Choose the correct option.,MCQ,A,3
945,Apache Hadoop True/False Question 1: Statement about the course.,True/False,TRUE,1
946,Apache Hadoop True/False Question 2: Statement about the course.,True/False,FALSE,1
947,Apache Hadoop True/False Question 3: Statement about the course.,True/False,TRUE,1
948,Apache Hadoop True/False Question 4: Statement about the course.,True/False,FALSE,1
949,Apache Hadoop True/False Question 5: Statement about the course.,True/False,TRUE,1
950,Apache Hadoop MCQ Question 1: Choose the correct option.,MCQ,A,3
951,Apache Hadoop MCQ Question 2: Choose the correct option.,MCQ,A,3
952,Apache Hadoop MCQ Question 3: Choose the correct option.,MCQ,A,3
953,Apache Hadoop MCQ Question 4: Choose the correct option.,MCQ,A,3
954,Apache Hadoop MCQ Question 5: Choose the correct option.,MCQ,A,3
955,Python for Data Science True/False Question 1: Statement about the course.,True/False,TRUE,1
956,Python for Data Science True/False Question 2: Statement about the course.,True/False,FALSE,1
957,Python for Data Science True/False Question 3: Statement about the course.,True/False,TRUE,1
958,Python for Data Science True/False Question 4: Statement about the course.,True/False,FALSE,1
959,Python for Data Science True/False Question 5: Statement about the course.,True/False,TRUE,1
960,Python for Data Science MCQ Question 1: Choose the correct option.,MCQ,A,3
961,Python for Data Science MCQ Question 2: Choose the correct option.,MCQ,A,3
962,Python for Data Science MCQ Question 3: Choose the correct option.,MCQ,A,3
963,Python for Data Science MCQ Question 4: Choose the correct option.,MCQ,A,3
964,Python for Data Science MCQ Question 5: Choose the correct option.,MCQ,A,3
965,Data Scientist Toolkit True/False Question 1: Statement about the course.,True/False,TRUE,1
